aun,school_num,location_id,school_name,school_name_label,street_address,zip_code,phone_number,grade_level,grade_org,enrollment,type,type_specific,objectid,Shape__Area,Shape__Length
126515001,7815,,KIPP WEST PHILADELPHIA PREPARATORY,KIPP WEST PHILADELPHIA PREPARATORY CHARTER SCHOOL,5900 BALTIMORE AVE,19143,(215) 294-2973,MIDDLE SCHOOL,5-8,,2,CHARTER,460,47956.20703125,1019.28796010832
,,,ANTHONY WAYNE ACADEMY,ANTHONY WAYNE ACADEMY,5538 WAYNE AVE,19144,(267) 297-7782,MIDDLE/HIGH,6-12,,3,PRIVATE,461,4753.52734375,304.211723839172
300513960,,,GREENE TOWNE SCHOOL INC,GREENE TOWNE SCHOOL INC.,55 N 22ND ST,19103,(215) 563-6368,ELEMENTARY SCHOOL,PREK-3,,3,PRIVATE,462,4428.90234375,290.028115356568
,,,POINCIANA MONTESSORI,POINCIANA MONTESSORI,6144 GERMANTOWN AVE,19144,(215) 975-0015,ELEMENTARY SCHOOL,K-5,,3,PRIVATE,463,2773.56640625,209.442650974095
,,,"GREENFIELD, ALBERT M. SCHOOL",ALBERT M. GREENFIELD SCHOOL,2200 CHESTNUT ST,19103,(215) 400-7810,ELEMENTARY/MIDDLE,K-8,757,1,DISTRICT,464,9721.203125,396.098115619504
,,,(TEMPORARY) AMY 5 AT JAMES MARTIN,ALTERNATIVE MIDDLE YEARS AT JAMES MARTIN,600 E THOMPSON ST,19125,(215) 400-7190,MIDDLE SCHOOL,6-8,208,1,DISTRICT,465,9303.828125,400.904239755018
,,,"HAMILTON, ANDREW SCHOOL",ANDREW HAMILTON SCHOOL,5640 SPRUCE ST,19139,(215) 400-7650,ELEMENTARY/MIDDLE,K-8,366,1,DISTRICT,466,15196.51171875,493.384160572582
,,,,PHILADELPHIA ACADEMY CHARTER SCHOOL,11000 ROOSEVELT BLVD,19116,(215) 676-8320,ELEMENTARY/MIDDLE/HIGH,K-8,1195,2,CHARTER,467,3304.578125,256.81634732312
,,,,PHILADELPHIA MONTESSORI CHARTER SCHOOL,2227 ISLAND AVE,19142,(215) 365-4011,ELEMENTARY SCHOOL,K-6,249,2,CHARTER,468,4673.96875,280.79180925176
,,,,ROBERT E. LAMBERTON SCHOOL,7501 WOODBINE AVE,19151,(215) 400-7530,ELEMENTARY/MIDDLE,K-8,362,1,DISTRICT,469,38423.17578125,802.738530662492
,,,,SOLOMON SOLIS-COHEN SCHOOL,7001 HORROCKS ST,19149,(215) 400-3250,ELEMENTARY SCHOOL,K-5,1354,1,DISTRICT,470,84974.82421875,1260.78151648342
,,,,SOUTHWEST LEADERSHIP ACADEMY CHARTER SCHOOL,7101 PASCHALL AVE,19142,(215) 729-1939,ELEMENTARY/MIDDLE,K-8,690,2,CHARTER,471,5048.0859375,343.178394661492
,,,,STEPHEN GIRARD SCHOOL,1800 SNYDER AVE,19145,(215) 400-8180,ELEMENTARY SCHOOL,K-5,304,1,DISTRICT,472,12886.52734375,466.786748550013
,,,STUDENT TRANSITION CENTER,THE ACADEMY OF CONTINUED EDUCATION SCHOOL,440 N BROAD ST,19130,,ELEMENTARY/MIDDLE/HIGH,K-12,,1,DISTRICT,473,33046.55078125,742.739405228373
,,,,THOMAS M. PEIRCE SCHOOL,2300 W CAMBRIA ST,19132,(215) 400-7020,ELEMENTARY SCHOOL,K-5,292,1,DISTRICT,474,7417.703125,350.463403310013
,,,,BETHEL BAPTIST ACADEMY,2080 CASTOR AVE,19134,(215) 426-1909,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,475,1911.93359375,180.712873438132
,,,,COMMUNITY PARTNERSHIP SCHOOL,3033 W GLENWOOD AVE,19121,(215) 235-0461,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE,476,6034.71484375,321.186513770136
,,,,CORNERSTONE CHRISTIAN ACADEMY,1939 S 58TH ST,19143,(215) 724-6858,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE,477,6148.59375,340.514622913923
,,,,DELTA SCHOOL,3380 BYBERRY RD,19154,(215) 637-8235,ELEMENTARY/MIDDLE/HIGH,K-12,,3,,478,15476.4296875,638.743883343007
,,,,HIGH ROAD SCHOOL OF PHILADELPHIA- GERMANTOWN,3150 GERMANTOWN AVE,19133,(267) 930-3606,MIDDLE/HIGH,7-12,,3,PRIVATE,479,5012.65625,325.600526704842
,,,,HIGH ROAD SCHOOL OF PHILADELPHIA- GERMANTOWN,5612 GREENE ST,19144,(267) 270-4665,MIDDLE/HIGH,6-12,,3,PRIVATE,480,16199.390625,608.05633415365
,,,,NEW OAKS ACADEMY,4200 MONUMENT ST,19131,(215) 581- 3879,UNGRADED,5-12,,3,PRIVATE,481,44333.65234375,844.266500377583
,,,,NORTHEAST CENTRAL CHRISTIAN SCHOOL,7200 ROOSEVELT BLVD,19149,(215) 624-8046,ELEMENTARY,K-5,,3,PRIVATE,482,18933.37109375,594.103842026013
,,,,PHILADELPHIA FREE SCHOOL,4950 SPRINGFIELD AVE,19143,(215) 218-9586,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,483,1330.859375,161.821859667608
,,,,SPRINGSIDE CHESTNUT HILL ACADEMY,500 W WILLOW GROVE AVE,19118,(215) 247-4700,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,484,129350.26171875,2723.74807611476
,,,,BELMONT CHARTER HIGH SCHOOL,311 N 19TH ST,19103,(267) 78-4121,HIGH SCHOOL,9-12,,2,CHARTER,485,2804.72265625,233.18852953484
,,,,BOYS LATIN OF PHILADELPHIA CHARTER SCHOOL,344 N FELTON ST,19139,(215) 387-5149,MIDDLE SCHOOL,6-8,,2,CHARTER,486,8907.64453125,378.083483727555
,,,,CHRISTOPHER COLUMBUS CHARTER SCHOOL (SOUTH),1242 S 13TH ST,19147,(215) 389-6000,MIDDLE SCHOOL,5-8,,2,CHARTER,487,2077.8046875,198.259595149142
,,,,ESPERANZA ACADEMY CHARTER SCHOOL,4261 N 5TH ST,19140,(267) 270-4044,MIDDLE SCHOOL,6-8,,2,CHARTER,488,25770.390625,737.702869520808
,,,,ESPERANZA ACADEMY CHARTER SCHOOL,201 W HUNTING PARK AVE,19140,(215) 999-0203,ELEMENTARY SCHOOL,K-5,,2,CHARTER,489,10125.23828125,416.244356483546
,,,,PHILADELPHIA PERFORMING ARTS CHARTER: STRING THEORY (E. CAMPUS),2407 S BROAD ST,19148,(215) 278-2460,ELEMENTARY SCHOOL,K-1,,2,CHARTER,490,1388.59375,150.664411859852
